Site_Name,Latitude,Longitude,Category,Country,Region
Canaima National Park,5.337994,-62.037883,Natural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean
Ciudad Universitaria de Caracas,10.49073,-66.89068,Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean
Ha Long Bay - Cat Ba Archipelago,20.83277778,107.1611111,Natural,Viet Nam,Asia and the Pacific
Complex of Hué Monuments,16.46944,107.57778,Cultural,Viet Nam,Asia and the Pacific
Hoi An Ancient Town,15.88333333,108.3333333,Cultural,Viet Nam,Asia and the Pacific
My Son Sanctuary,15.773843,108.109169,Cultural,Viet Nam,Asia and the Pacific
Central Sector of the Imperial Citadel of Thang Long - Hanoi,21.03752,105.838623,Cultural,Viet Nam,Asia and the Pacific
Citadel of the Ho Dynasty,20.07805556,105.6047222,Cultural,Viet Nam,Asia and the Pacific
Trang An Landscape Complex,20.25666667,105.8963889,Mixed,Viet Nam,Asia and the Pacific
"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",21.11925556,106.5353972,Cultural,Viet Nam,Asia and the Pacific
Old Walled City of Shibam,15.92694,48.62667,Cultural,Yemen,Arab States
Old City of Sana'a,15.35555556,44.20805556,Cultural,Yemen,Arab States
Historic Town of Zabid,14.19533333,43.31552778,Cultural,Yemen,Arab States
Socotra Archipelago,12.5,53.83333333,Natural,Yemen,Arab States
"Landmarks of the Ancient Kingdom of Saba, Marib",15.42687778,45.33522778,Cultural,Yemen,Arab States
"Mana Pools National Park, Sapi and Chewore Safari Areas",-15.81944444,29.40805556,Natural,Zimbabwe,Africa
Matobo Hills,-20.5,28.5,Cultural,Zimbabwe,Africa
Great Zimbabwe National Monument,-20.27116995,30.93326897,Cultural,Zimbabwe,Africa
Khami Ruins National Monument,-20.15833333,28.37666667,Cultural,Zimbabwe,Africa
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,48.9,22.18333333,Natural,"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine",Europe and North America
Natural and Cultural Heritage of the Ohrid region,40.99183333,20.70416667,Mixed,"Albania,North Macedonia",Europe and North America
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",46.46841389,6.829336111,Cultural,"Argentina,Belgium,France,Germany,India,Japan,Switzerland","Asia and the Pacific,Europe and North America,Latin America and the Caribbean"
"Qhapaq Ñan, Andean Road System",-18.25,-69.59166667,Cultural,"Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru",Latin America and the Caribbean
"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",-28.54333333,-54.26583333,Cultural,"Argentina,Brazil",Latin America and the Caribbean
The Great Spa Towns of Europe,50.49222222,5.866944444,Cultural,"Austria,Belgium,Czechia,France,Germany,Italy,United Kingdom of Great Britain and Northern Ireland",Europe and North America
Prehistoric Pile Dwellings around the Alps,47.27833333,8.2075,Cultural,"Austria,France,Germany,Italy,Slovenia,Switzerland",Europe and North America
Frontiers of the Roman Empire – The Danube Limes (Western Segment),48.11519444,16.86138889,Cultural,"Austria,Germany,Slovakia",Europe and North America
Fertö / Neusiedlersee Cultural Landscape,47.71927778,16.72272222,Cultural,"Austria,Hungary",Europe and North America
Hyrcanian Forests,37.42147222,55.72427778,Natural,"Azerbaijan,Iran (Islamic Republic of)","Asia and the Pacific,Europe and North America"
Struve Geodetic Arc,59.05777778,26.33777778,Cultural,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine",Europe and North America
Białowieża Forest,52.7275,23.98111111,Natural,"Belarus,Poland",Europe and North America
Belfries of Belgium and France,50.17444,3.23139,Cultural,"Belgium,France",Europe and North America
Colonies of Benevolence,53.04222222,6.391588889,Cultural,"Belgium,Netherlands (Kingdom of the)",Europe and North America
W-Arly-Pendjari Complex,11.88416667,2.487777778,Natural,"Benin,Burkina Faso,Niger",Africa
"Koutammakou, the Land of the Batammariba",10.14808333,1.100222222,Cultural,"Benin,Togo",Africa
Stećci Medieval Tombstone Graveyards,43.09221389,17.92405278,Cultural,"Bosnia and Herzegovina,Croatia,Montenegro,Serbia",Europe and North America
Sangha Trinational,2.609444444,16.55416667,Natural,"Cameroon,Central African Republic,Congo",Africa
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,61.19758333,-140.9919722,Natural,"Canada,United States of America",Europe and North America
Waterton Glacier International Peace Park,48.99605556,-113.9041667,Natural,"Canada,United States of America",Europe and North America
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,34.30444444,108.8572222,Cultural,"China,Kazakhstan,Kyrgyzstan",Asia and the Pacific
Talamanca Range-La Amistad Reserves / La Amistad National Park,9.407083333,-82.93880556,Natural,"Costa Rica,Panama",Latin America and the Caribbean
Mount Nimba Strict Nature Reserve,7.60318,-8.39097,Natural,"Côte d'Ivoire,Guinea",Africa
Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,45.70333333,9.663611111,Cultural,"Croatia,Italy,Montenegro",Europe and North America
Erzgebirge/Krušnohoří Mining Region,50.40652778,12.83734444,Cultural,"Czechia,Germany",Europe and North America
Wadden Sea,53.52861111,8.556111111,Natural,"Denmark,Germany,Netherlands (Kingdom of the)",Europe and North America
Moravian Church Settlements,55.35555556,9.481388889,Cultural,"Denmark,Germany,United Kingdom of Great Britain and Northern Ireland,United States of America",Europe and North America
High Coast / Kvarken Archipelago,63.3,21.3,Natural,"Finland,Sweden",Europe and North America
Pyrénées - Mont Perdu,42.68542,-0.0005,Mixed,"France,Spain",Europe and North America
Stone Circles of Senegambia,13.69111111,-15.5225,Cultural,"Gambia,Senegal",Africa
Frontiers of the Roman Empire – The Lower German Limes,52.18033333,4.433,Cultural,"Germany,Netherlands (Kingdom of the)",Europe and North America
Muskauer Park / Park Mużakowski,51.547653,14.729389,Cultural,"Germany,Poland",Europe and North America
Frontiers of the Roman Empire,54.99261111,-2.601,Cultural,"Germany,United Kingdom of Great Britain and Northern Ireland",Europe and North America
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",41.89022222,12.49230556,Cultural,"Holy See,Italy",Europe and North America
Caves of Aggtelek Karst and Slovak Karst,48.47573,20.48687,Natural,"Hungary,Slovakia",Europe and North America
Monte San Giorgio,45.88888889,8.913888889,Natural,"Italy,Switzerland",Europe and North America
Rhaetian Railway in the Albula / Bernina Landscapes,46.49833333,9.846388889,Cultural,"Italy,Switzerland",Europe and North America
Western Tien-Shan,43.71833333,68.67888889,Natural,"Kazakhstan,Kyrgyzstan,Uzbekistan",Asia and the Pacific
Cold Winter Deserts of Turan,44.02583333,79.03416667,Natural,"Kazakhstan,Turkmenistan,Uzbekistan",Asia and the Pacific
Phong Nha-Ke Bang National Park and Hin Nam No National Park,17.42755556,105.9052778,Natural,"Lao People's Democratic Republic,Viet Nam",Asia and the Pacific
Maloti-Drakensberg Park,-29.76527778,29.12305556,Mixed,"Lesotho,South Africa",Africa
Curonian Spit,55.27458,20.96239,Cultural,"Lithuania,Russian Federation",Europe and North America
Uvs Nuur Basin,50.275,92.71972222,Natural,"Mongolia,Russian Federation","Asia and the Pacific,Europe and North America"
Landscapes of Dauria,49.93022222,115.4254444,Natural,"Mongolia,Russian Federation","Asia and the Pacific,Europe and North America"
iSimangaliso Wetland Park – Maputo National Park,-27.83888889,32.55,Natural,"Mozambique,South Africa",Africa
Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,49.53388889,21.03222222,Cultural,"Poland,Ukraine",Europe and North America
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,40.6975,-6.661111111,Cultural,"Portugal,Spain",Europe and North America
Heritage of Mercury. Almadén and Idrija,38.77527778,-4.838888889,Cultural,"Slovenia,Spain",Europe and North America
Silk Roads: Zarafshan-Karakum Corridor,39.44148889,69.68555833,Cultural,"Tajikistan,Turkmenistan,Uzbekistan",Asia and the Pacific
Mosi-oa-Tunya / Victoria Falls,-17.92453,25.85539,Natural,"Zambia,Zimbabwe",Africa
